"DISTRICT_CODE","DISTRICT_NAME","SCHOOL_CODE","SCHOOL_NAME","X_FREE_AND_REDUCED"
"1510","LAKE COUNTY R-1","9486","WESTPARK ELEMENTARY SCHOOL","78.40"
"1520","DURANGO 9-R","225","ANIMAS VALLEY ELEMENTARY SCHOOL","36.20"
"1520","DURANGO 9-R","2318","DURANGO HIGH SCHOOL","20.50"
"1520","DURANGO 9-R","3012","FLORIDA MESA ELEMENTARY SCHOOL","45.30"
"1520","DURANGO 9-R","3050","FORT LEWIS MESA ELEMENTARY SCHOOL","34.80"
"1520","DURANGO 9-R","5888","MILLER MIDDLE SCHOOL","24.20"
"1520","DURANGO 9-R","6222","NEEDHAM ELEMENTARY SCHOOL","32.40"
"1520","DURANGO 9-R","6738","PARK ELEMENTARY SCHOOL","38.00"
"1520","DURANGO 9-R","7402","RIVERVIEW ELEMENTARY SCHOOL","24.00"
"1520","DURANGO 9-R","7994","ESCALANTE MIDDLE SCHOOL","34.40"
"1520","DURANGO 9-R","8388","SUNNYSIDE ELEMENTARY SCHOOL","39.00"
"1530","BAYFIELD 10 JT-R","632","BAYFIELD ELEMENTARY SCHOOL","34.60"
"1530","BAYFIELD 10 JT-R","636","BAYFIELD MIDDLE SCHOOL","27.90"
"1530","BAYFIELD 10 JT-R","640","BAYFIELD HIGH SCHOOL","17.10"
"1540","IGNACIO 11 JT","4179","IGNACIO ACADEMY","0.00"
"1540","IGNACIO 11 JT","4250","IGNACIO ELEMENTARY SCHOOL","60.80"
"1540","IGNACIO 11 JT","4252","IGNACIO INTERMEDIATE SCHOOL","56.40"
"1540","IGNACIO 11 JT","4254","IGNACIO JUNIOR HIGH SCHOOL","47.20"
"1540","IGNACIO 11 JT","4258","IGNACIO HIGH SCHOOL","44.30"
"1550","POUDRE R-1","146","RIDGEVIEW CLASSICAL CHARTER SCHOOLS","19.40"
"1550","POUDRE R-1","477","ZACH ELEMENTARY SCHOOL","3.30"
"1550","POUDRE R-1","490","BACON ELEMENTARY SCHOOL","12.20"
"1550","POUDRE R-1","498","BETHKE ELEMENTARY SCHOOL","4.40"
"1550","POUDRE R-1","612","BAUDER ELEMENTARY SCHOOL","54.20"
"1550","POUDRE R-1","678","BEATTIE ELEMENTARY SCHOOL","47.30"
"1550","POUDRE R-1","766","BENNETT ELEMENTARY SCHOOL","22.00"
"1550","POUDRE R-1","892","BLEVINS MIDDLE SCHOOL","40.80"
"1550","POUDRE R-1","898","BOLTZ MIDDLE SCHOOL","29.10"
"1550","POUDRE R-1","1186","CACHE LA POUDRE ELEMENTARY SCHOOL","43.10"
"1550","POUDRE R-1","1190","CACHE LA POUDRE MIDDLE SCHOOL","28.30"
"1550","POUDRE R-1","2298","DUNN ELEMENTARY SCHOOL","34.60"
"1550","POUDRE R-1","3046","FORT COLLINS HIGH SCHOOL","27.10"
"1550","POUDRE R-1","3105","FOSSIL RIDGE HIGH SCHOOL","9.90"
"1550","POUDRE R-1","3760","CENTENNIAL HIGH SCHOOL","38.00"
"1550","POUDRE R-1","3787","HARRIS BILINGUAL ELEMENTARY SCHOOL","53.60"
"1550","POUDRE R-1","3791","LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING","31.00"
"1550","POUDRE R-1","4282","IRISH ELEMENTARY SCHOOL","84.10"
"1550","POUDRE R-1","4456","JOHNSON ELEMENTARY SCHOOL","28.30"
"1550","POUDRE R-1","4698","KINARD CORE KNOWLEDGE MIDDLE SCHOOL","6.00"
"1550","POUDRE R-1","4793","KRUSE ELEMENTARY SCHOOL","19.60"
"1550","POUDRE R-1","5014","LAUREL ELEMENTARY SCHOOL","63.60"
"1550","POUDRE R-1","5068","LESHER MIDDLE SCHOOL","40.00"
"1550","POUDRE R-1","5120","LIBERTY COMMON CHARTER SCHOOL","5.00"
"1550","POUDRE R-1","5168","LINCOLN MIDDLE SCHOOL","70.50"
"1550","POUDRE R-1","5196","LINTON ELEMENTARY SCHOOL","39.80"
"1550","POUDRE R-1","5234","LIVERMORE ELEMENTARY SCHOOL","7.00"
"1550","POUDRE R-1","5292","LOPEZ ELEMENTARY SCHOOL","33.30"
"1550","POUDRE R-1","5688","MCGRAW ELEMENTARY SCHOOL","15.20"
"1550","POUDRE R-1","6476","ODEA ELEMENTARY SCHOOL","44.90"
"1550","POUDRE R-1","6482","OLANDER ELEMENTARY SCHOOL","32.30"
"1550","POUDRE R-1","7104","POLARIS EXPEDITIONARY LEARNING SCHOOL","26.30"
"1550","POUDRE R-1","7124","POUDRE HIGH SCHOOL","29.90"
"1550","POUDRE R-1","7127","POUDRE COMMUNITY ACADEMY","55.40"
"1550","POUDRE R-1","7161","PRESTON MIDDLE SCHOOL","15.10"
"1550","POUDRE R-1","7198","PSD ONLINE ACADEMY","27.70"
"1550","POUDRE R-1","7218","PUTNAM ELEMENTARY SCHOOL","79.80"
"1550","POUDRE R-1","7290","RED FEATHER LAKES ELEMENTARY SCHOOL","3.20"
"1550","POUDRE R-1","7325","RICE ELEMENTARY SCHOOL","34.60"
"1550","POUDRE R-1","7350","RIFFENBURGH ELEMENTARY SCHOOL","28.70"
"1550","POUDRE R-1","7470","ROCKY MOUNTAIN HIGH SCHOOL","22.80"
"1550","POUDRE R-1","7834","SHEPARDSON ELEMENTARY SCHOOL","21.90"
"1550","POUDRE R-1","8318","STOVE PRAIRIE ELEMENTARY SCHOOL","17.60"
"1550","POUDRE R-1","8460","TAVELLI ELEMENTARY SCHOOL","41.80"
"1550","POUDRE R-1","8852","TIMNATH ELEMENTARY SCHOOL","34.70"
"1550","POUDRE R-1","9251","TRAUT CORE ELEMENTARY SCHOOL","5.60"
"1550","POUDRE R-1","9330","WEBBER MIDDLE SCHOOL","22.60"
"1550","POUDRE R-1","9370","EYESTONE ELEMENTARY SCHOOL","36.90"
"1550","POUDRE R-1","9374","WELLINGTON MIDDLE SCHOOL","40.30"
"1550","POUDRE R-1","9380","WERNER ELEMENTARY SCHOOL","7.20"
"1560","THOMPSON R-2J","510","CONRAD BALL MIDDLE SCHOOL","45.80"
"1560","THOMPSON R-2J","808","BERTHOUD ELEMENTARY SCHOOL","19.00"
"1560","THOMPSON R-2J","812","BERTHOUD HIGH SCHOOL","14.70"
"1560","THOMPSON R-2J","865","B F KITCHEN ELEMENTARY SCHOOL","58.40"
"1560","THOMPSON R-2J","870","BIG THOMPSON ELEMENTARY SCHOOL","25.20"
"1560","THOMPSON R-2J","890","MARY BLAIR ELEMENTARY SCHOOL","38.50"
"1560","THOMPSON R-2J","1323","CARRIE MARTIN ELEMENTARY SCHOOL","28.60"
"1560","THOMPSON R-2J","1385","CENTENNIAL ELEMENTARY SCHOOL","28.80"
"1560","THOMPSON R-2J","1920","COTTONWOOD PLAINS ELEMENTARY SCHOOL","36.20"
"1560","THOMPSON R-2J","2089","COYOTE RIDGE ELEMENTARY SCHOOL","13.00"
"1560","THOMPSON R-2J","3320","GARFIELD ELEMENTARY SCHOOL","55.40"
"1560","THOMPSON R-2J","4332","IVY STOCKWELL ELEMENTARY SCHOOL","26.00"
"1560","THOMPSON R-2J","5018","LAURENE EDMONDSON ELEMENTARY SCHOOL","46.70"
"1560","THOMPSON R-2J","5170","LINCOLN ELEMENTARY SCHOOL","49.40"
"1560","THOMPSON R-2J","5312","BILL REED MIDDLE SCHOOL","42.00"
"1560","THOMPSON R-2J","5316","LOVELAND HIGH SCHOOL","22.80"
"1560","THOMPSON R-2J","5335","LUCILE ERWIN MIDDLE SCHOOL","27.50"
"1560","THOMPSON R-2J","5992","MONROE ELEMENTARY SCHOOL","50.80"
"1560","THOMPSON R-2J","6163","MOUNTAIN VIEW HIGH SCHOOL","27.90"
"1560","THOMPSON R-2J","6194","NAMAQUA ELEMENTARY SCHOOL","18.20"
"1560","THOMPSON R-2J","6220","NEW VISION CHARTER SCHOOL","17.00"
"1560","THOMPSON R-2J","7113","PONDEROSA ELEMENTARY","20.00"
"1560","THOMPSON R-2J","7640","SARAH MILNER ELEMENTARY SCHOOL","56.10"
"1560","THOMPSON R-2J","7650","STANSBERRY ELEMENTARY SCHOOL","36.60"
"1560","THOMPSON R-2J","8824","THOMPSON VALLEY HIGH SCHOOL","24.10"
"1560","THOMPSON R-2J","8855","THOMPSON ONLINE","21.70"
"1560","THOMPSON R-2J","8918","TRUSCOTT ELEMENTARY SCHOOL","70.50"
"1560","THOMPSON R-2J","8925","TURNER MIDDLE SCHOOL","21.90"
"1560","THOMPSON R-2J","9055","VAN BUREN ELEMENTARY SCHOOL","57.50"
"1560","THOMPSON R-2J","9228","WALT CLARK MIDDLE SCHOOL","30.00"
"1560","THOMPSON R-2J","9260","HAROLD FERGUSON HIGH SCHOOL","47.80"
"1560","THOMPSON R-2J","9674","WINONA ELEMENTARY SCHOOL","61.80"
"1570","PARK (ESTES PARK) R-3","2788","ESTES PARK OPTIONS SCHOOL","0.00"
"1570","PARK (ESTES PARK) R-3","2790","ESTES PARK K-5 SCHOOL","43.40"
"1570","PARK (ESTES PARK) R-3","2792","ESTES PARK MIDDLE SCHOOL","34.90"
"1570","PARK (ESTES PARK) R-3","2794","ESTES PARK HIGH SCHOOL","21.10"
"1580","TRINIDAD 1","1386","TRINIDAD MIDDLE SCHOOL","62.70"
"1580","TRINIDAD 1","2481","ECKHART ELEMENTARY SCHOOL","60.30"
"1580","TRINIDAD 1","2944","FISHERS PEAK ELEMENTARY SCHOOL","65.10"
"1580","TRINIDAD 1","8906","TRINIDAD HIGH SCHOOL","53.60"
"1590","PRIMERO REORGANIZED 2","7160","PRIMERO ELEMENTARY SCHOOL","42.60"
"1590","PRIMERO REORGANIZED 2","7164","PRIMERO JUNIOR-SENIOR HIGH SCHOOL","39.40"
"1600","HOEHNE REORGANIZED 3","4044","HOEHNE ELEMENTARY SCHOOL","41.60"
"1600","HOEHNE REORGANIZED 3","4045","HOEHNE JUNIOR HIGH SCHOOL","43.80"
"1600","HOEHNE REORGANIZED 3","4048","HOEHNE HIGH SCHOOL","31.40"
"1620","AGUILAR REORGANIZED 6","58","AGUILAR ELEMENTARY SCHOOL","82.40"
"1620","AGUILAR REORGANIZED 6","66","AGUILAR JUNIOR-SENIOR HIGH SCHOOL","82.60"
"1750","BRANSON REORGANIZED 82","948","BRANSON SCHOOL ONLINE","22.00"
"1750","BRANSON REORGANIZED 82","974","BRANSON ELEMENTARY SCHOOL","75.00"
"1750","BRANSON REORGANIZED 82","978","BRANSON UNDIVIDED HIGH SCHOOL","50.00"
"1750","BRANSON REORGANIZED 82","979","BRANSON SCHOOL ONLINE GED PREP","0.00"
"1760","KIM REORGANIZED 88","4690","KIM ELEMENTARY SCHOOL","64.30"
"1760","KIM REORGANIZED 88","4694","KIM UNDIVIDED HIGH SCHOOL","67.90"
"1780","GENOA-HUGO C113","4158","GENOA-HUGO ELEMENTARY SCHOOL","54.50"
"1780","GENOA-HUGO C113","4160","GENOA-HUGO MIDDLE SCHOOL","50.00"
"1780","GENOA-HUGO C113","4162","GENOA-HUGO SENIOR HIGH SCHOOL","38.50"
"1790","LIMON RE-4J","5132","LIMON ELEMENTARY SCHOOL","52.00"
"1790","LIMON RE-4J","5136","LIMON JUNIOR-SENIOR HIGH SCHOOL","41.20"
"1810","KARVAL RE-23","4502","KARVAL ELEMENTARY SCHOOL","20.00"
"1810","KARVAL RE-23","4504","KARVAL ONLINE EDUCATION","20.00"
"1810","KARVAL RE-23","4506","KARVAL JUNIOR-SENIOR HIGH SCHOOL","32.40"
"1828","VALLEY RE-1","202","SMITH HIGH SCHOOL","41.20"
"1828","VALLEY RE-1","515","AYRES ELEMENTARY SCHOOL","55.60"
"1828","VALLEY RE-1","1220","CALICHE ELEMENTARY SCHOOL","45.30"
"1828","VALLEY RE-1","1224","CALICHE JUNIOR-SENIOR HIGH SCHOOL","37.90"
"1828","VALLEY RE-1","1321","CAMPBELL ELEMENTARY SCHOOL","55.50"
"1828","VALLEY RE-1","8256","STERLING MIDDLE SCHOOL","49.00"
"1828","VALLEY RE-1","8260","STERLING HIGH SCHOOL","38.20"
"1850","FRENCHMAN RE-3","2980","FLEMING ELEMENTARY SCHOOL","49.50"
"1850","FRENCHMAN RE-3","2988","FLEMING HIGH SCHOOL","41.30"
"1860","BUFFALO RE-4","5802","MERINO ELEMENTARY SCHOOL","38.20"
"1860","BUFFALO RE-4","5806","MERINO JUNIOR SENIOR HIGH SCHOOL","40.90"
"1870","PLATEAU RE-5","6834","PEETZ ELEMENTARY SCHOOL","54.70"
"1870","PLATEAU RE-5","6838","PEETZ JUNIOR-SENIOR HIGH SCHOOL","36.80"
"1980","DE BEQUE 49JT","2122","DE BEQUE ELEMENTARY SCHOOL","39.70"
"1980","DE BEQUE 49JT","2126","DE BEQUE UNDIVIDED HIGH SCHOOL","38.60"
"1990","PLATEAU VALLEY 50","3582","GRAND MESA HIGH SCHOOL","0.00"
"1990","PLATEAU VALLEY 50","7024","PLATEAU VALLEY ELEMENTARY SCHOOL","42.00"
"1990","PLATEAU VALLEY 50","7028","PLATEAU VALLEY MIDDLE SCHOOL","40.00"
"1990","PLATEAU VALLEY 50","7032","PLATEAU VALLEY HIGH SCHOOL","40.90"
"2000","MESA COUNTY VALLEY 51","262","APPLETON ELEMENTARY SCHOOL","32.30"
"2000","MESA COUNTY VALLEY 51","361","FRUITA 8/9 SCHOOL","33.60"
"2000","MESA COUNTY VALLEY 51","362","RIM ROCK ELEMENTARY SCHOOL","36.90"
"2000","MESA COUNTY VALLEY 51","363","PEAR PARK ELEMENTARY SCHOOL","70.40"
"2000","MESA COUNTY VALLEY 51","900","BOOKCLIFF MIDDLE SCHOOL","64.20"
"2000","MESA COUNTY VALLEY 51","1046","BROADWAY ELEMENTARY SCHOOL","24.80"
"2000","MESA COUNTY VALLEY 51","1450","CENTRAL HIGH SCHOOL","47.70"
"2000","MESA COUNTY VALLEY 51","1520","CHATFIELD ELEMENTARY SCHOOL","58.50"
"2000","MESA COUNTY VALLEY 51","1619","CHIPETA ELEMENTARY SCHOOL","70.90"
"2000","MESA COUNTY VALLEY 51","1686","CLIFTON ELEMENTARY SCHOOL","81.50"
"2000","MESA COUNTY VALLEY 51","2128","INDEPENDENCE ACADEMY","18.50"
"2000","MESA COUNTY VALLEY 51","2224","DOS RIOS ELEMENTARY SCHOOL","80.90"
"2000","MESA COUNTY VALLEY 51","2297","DUAL IMMERSION ACADEMY SCHOOL","62.10"
"2000","MESA COUNTY VALLEY 51","2392","EAST MIDDLE SCHOOL","50.00"
"2000","MESA COUNTY VALLEY 51","2724","NEW EMERSON SCHOOL AT COLUMBUS","11.30"
"2000","MESA COUNTY VALLEY 51","3244","FRUITA MIDDLE SCHOOL","39.80"
"2000","MESA COUNTY VALLEY 51","3262","FRUITVALE ELEMENTARY SCHOOL","54.50"
"2000","MESA COUNTY VALLEY 51","3350","GATEWAY SCHOOL","63.00"
"2000","MESA COUNTY VALLEY 51","3469","GLADE PARK COMMUNITY SCHOOL","0.00"
"2000","MESA COUNTY VALLEY 51","3570","GRAND JUNCTION HIGH SCHOOL","36.20"
"2000","MESA COUNTY VALLEY 51","3584","GRAND MESA MIDDLE SCHOOL","60.00"
"2000","MESA COUNTY VALLEY 51","5210","LINCOLN ORCHARD MESA ELEMENTARY SCHOOL","51.40"
"2000","MESA COUNTY VALLEY 51","5244","LOMA ELEMENTARY SCHOOL","36.00"
"2000","MESA COUNTY VALLEY 51","5828","MESA VALLEY VISION HOME AND COMMUNITY PROGRAM","1.20"
"2000","MESA COUNTY VALLEY 51","5842","MESA VIEW ELEMENTARY SCHOOL","48.50"
"2000","MESA COUNTY VALLEY 51","6070","FRUITA MONUMENT HIGH SCHOOL","22.80"
"2000","MESA COUNTY VALLEY 51","6166","MOUNT GARFIELD MIDDLE SCHOOL","67.10"
"2000","MESA COUNTY VALLEY 51","6264","NISLEY ELEMENTARY SCHOOL","79.40"
"2000","MESA COUNTY VALLEY 51","6554","ORCHARD AVENUE ELEMENTARY SCHOOL","42.00"
"2000","MESA COUNTY VALLEY 51","6562","ORCHARD MESA MIDDLE SCHOOL","58.10"
"2000","MESA COUNTY VALLEY 51","6666","PALISADE HIGH SCHOOL","45.60"
"2000","MESA COUNTY VALLEY 51","7110","POMONA ELEMENTARY SCHOOL","39.60"
"2000","MESA COUNTY VALLEY 51","7236","R-5 HIGH SCHOOL","42.30"
"2000","MESA COUNTY VALLEY 51","7281","REDLANDS MIDDLE SCHOOL","26.10"
"2000","MESA COUNTY VALLEY 51","7467","ROCKY MOUNTAIN ELEMENTARY SCHOOL","78.60"
"2000","MESA COUNTY VALLEY 51","7832","SHELLEDY ELEMENTARY SCHOOL","40.50"
"2000","MESA COUNTY VALLEY 51","8462","TAYLOR ELEMENTARY SCHOOL","45.20"
"2000","MESA COUNTY VALLEY 51","8846","THUNDER MOUNTAIN ELEMENTARY SCHOOL","36.40"
"2000","MESA COUNTY VALLEY 51","8876","TOPE ELEMENTARY SCHOOL","40.50"
"2000","MESA COUNTY VALLEY 51","9406","WEST MIDDLE SCHOOL","38.20"
"2000","MESA COUNTY VALLEY 51","9434","SCENIC ELEMENTARY SCHOOL","33.10"
"2000","MESA COUNTY VALLEY 51","9673","WINGATE ELEMENTARY SCHOOL","15.10"
"2010","CREEDE CONSOLIDATED 1","1962","LAMB ELEMENTARY SCHOOL","56.80"
"2010","CREEDE CONSOLIDATED 1","1966","CREEDE MIDDLE/HIGH SCHOOL","43.20"
"2020","MOFFAT COUNTY RE;NO 1","1936","SANDROCK ELEMENTARY","54.20"
"2020","MOFFAT COUNTY RE;NO 1","1938","CRAIG MIDDLE SCHOOL SCHOOL","42.10"
"2020","MOFFAT COUNTY RE;NO 1","2374","EAST ELEMENTARY SCHOOL","56.70"
"2020","MOFFAT COUNTY RE;NO 1","5656","MAYBELL ELEMENTARY SCHOOL","35.70"
"2020","MOFFAT COUNTY RE;NO 1","5962","MOFFAT COUNTY HIGH SCHOOL","32.20"
"2020","MOFFAT COUNTY RE;NO 1","7338","RIDGEVIEW ELEMENTARY SCHOOL","36.20"
"2020","MOFFAT COUNTY RE;NO 1","8398","SUNSET ELEMENTARY SCHOOL","39.60"
"2035","MONTEZUMA-CORTEZ RE-1","609","BATTLE ROCK CHARTER SCHOOL","81.10"
"2035","MONTEZUMA-CORTEZ RE-1","1888","CORTEZ MIDDLE SCHOOL","62.50"
"2035","MONTEZUMA-CORTEZ RE-1","4546","KEMPER ELEMENTARY SCHOOL","64.10"
"2035","MONTEZUMA-CORTEZ RE-1","5090","LEWIS-ARRIOLA ELEMENTARY SCHOOL","40.50"
"2035","MONTEZUMA-CORTEZ RE-1","5436","MANAUGH ELEMENTARY SCHOOL","79.10"
"2035","MONTEZUMA-CORTEZ RE-1","5836","MESA ELEMENTARY SCHOOL","75.10"
"2035","MONTEZUMA-CORTEZ RE-1","6026","MONTEZUMA-CORTEZ HIGH SCHOOL","48.40"
"2035","MONTEZUMA-CORTEZ RE-1","7082","PLEASANT VIEW ELEMENTARY SCHOOL","45.50"
"2035","MONTEZUMA-CORTEZ RE-1","8133","SOUTHWEST OPEN CHARTER SCHOOL","63.10"
"2055","DOLORES RE-4A","2204","DOLORES ELEMENTARY SCHOOL","44.50"
"2055","DOLORES RE-4A","2206","DOLORES MIDDLE SCHOOL","44.20"
"2055","DOLORES RE-4A","2208","DOLORES HIGH SCHOOL","25.10"
"2070","MANCOS RE-6","5446","MANCOS ELEMENTARY SCHOOL","68.50"
"2070","MANCOS RE-6","5450","MANCOS MIDDLE SCHOOL","62.40"
"2070","MANCOS RE-6","5452","MANCOS HIGH SCHOOL","40.40"
"2180","MONTROSE COUNTY RE-1J","1392","CENTENNIAL MIDDLE SCHOOL","56.30"
"2180","MONTROSE COUNTY RE-1J","1915","COTTONWOOD ELEMENTARY SCHOOL","38.80"
"2180","MONTROSE COUNTY RE-1J","4458","JOHNSON ELEMENTARY SCHOOL","63.70"
"2180","MONTROSE COUNTY RE-1J","6054","COLUMBINE MIDDLE SCHOOL","39.30"
"2180","MONTROSE COUNTY RE-1J","6058","MONTROSE HIGH SCHOOL","38.30"
"2180","MONTROSE COUNTY RE-1J","6366","NORTHSIDE ELEMENTARY SCHOOL","77.00"
"2180","MONTROSE COUNTY RE-1J","6466","OAK GROVE ELEMENTARY SCHOOL","59.60"
"2180","MONTROSE COUNTY RE-1J","6486","OLATHE ELEMENTARY SCHOOL","78.60"
"2180","MONTROSE COUNTY RE-1J","6490","OLATHE MIDDLE SCHOOL","68.20"
"2180","MONTROSE COUNTY RE-1J","6494","OLATHE HIGH SCHOOL","57.60"
"2180","MONTROSE COUNTY RE-1J","6807","PASSAGE CHARTER SCHOOL","71.40"
"2180","MONTROSE COUNTY RE-1J","7106","POMONA ELEMENTARY SCHOOL","62.10"
"2180","MONTROSE COUNTY RE-1J","9149","VISTA CHARTER SCHOOL","71.80"
"2190","WEST END RE-2","6196","NATURITA ELEMENTARY SCHOOL","61.20"
"2190","WEST END RE-2","6436","NUCLA JUNIOR/SENIOR HIGH SCHOOL","46.20"
"2190","WEST END RE-2","6718","PARADOX VALLEY CHARTER SCHOOL","69.60"
"2395","BRUSH RE-2(J)","1094","BRUSH MIDDLE SCHOOL","56.80"
"2395","BRUSH RE-2(J)","1096","BRUSH HIGH SCHOOL","43.70"
"2395","BRUSH RE-2(J)","1438","BEAVER VALLEY ELEMENTARY SCHOOL","58.30"
"2395","BRUSH RE-2(J)","8832","THOMSON PRIMARY SCHOOL","61.10"
"2405","FORT MORGAN RE-3","492","BAKER CENTRAL SCHOOL","71.70"
"2405","FORT MORGAN RE-3","1850","COLUMBINE ELEMENTARY SCHOOL","71.60"
"2405","FORT MORGAN RE-3","3074","FORT MORGAN MIDDLE SCHOOL","71.60"
"2405","FORT MORGAN RE-3","3078","FORT MORGAN HIGH SCHOOL","58.50"
"2405","FORT MORGAN RE-3","3620","GREEN ACRES ELEMENTARY SCHOOL","63.70"
"2405","FORT MORGAN RE-3","5180","LINCOLN HIGH SCHOOL","71.80"
"2405","FORT MORGAN RE-3","6954","PIONEER ELEMENTARY SCHOOL","87.70"
"2405","FORT MORGAN RE-3","7856","SHERMAN EARLY CHILDHOOD CENTER","76.00"
"2505","WELDON VALLEY RE-20(J)","9352","WELDON VALLEY ELEMENTARY SCHOOL","29.40"
"2505","WELDON VALLEY RE-20(J)","9356","WELDON VALLEY JUNIOR HIGH SCHOOL","36.10"
"2505","WELDON VALLEY RE-20(J)","9360","WELDON VALLEY HIGH SCHOOL","34.00"
"2515","WIGGINS RE-50(J)","9263","WIGGINS MIDDLE SCHOOL","59.10"
"2515","WIGGINS RE-50(J)","9576","WIGGINS ELEMENTARY SCHOOL","61.30"
"2515","WIGGINS RE-50(J)","9582","WIGGINS HIGH SCHOOL","57.60"
"2520","EAST OTERO R-1","4841","LA JUNTA INTERMEDIATE SCHOOL","78.60"
"2520","EAST OTERO R-1","4843","LA JUNTA PRIMARY SCHOOL","86.30"
"2520","EAST OTERO R-1","5015","LA JUNTA JR/SR HIGH SCHOOL","66.90"
"2530","ROCKY FORD R-2","5114","JEFFERSON INTERMEDIATE SCHOOL","80.80"
"2530","ROCKY FORD R-2","7442","ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL","75.10"
"2530","ROCKY FORD R-2","9264","WASHINGTON PRIMARY SCHOOL","79.80"
"2535","MANZANOLA 3J","5498","MANZANOLA ELEMENTARY SCHOOL","83.50"
"2535","MANZANOLA 3J","5506","MANZANOLA JUNIOR-SENIOR HIGH SCHOOL","84.10"
"2540","FOWLER R-4J","56","FOWLER ELEMENTARY SCHOOL","55.30"
"2540","FOWLER R-4J","3130","FOWLER JUNIOR HIGH SCHOOL","50.70"
"2540","FOWLER R-4J","3134","FOWLER HIGH SCHOOL","41.20"
"2560","CHERAW 31","1538","CHERAW ELEMENTARY SCHOOL","59.10"
"2560","CHERAW 31","1546","CHERAW HIGH SCHOOL","58.00"
"2560","CHERAW 31","1548","CHERAW MIDDLE SCHOOL","52.50"
"2570","SWINK 33","8452","SWINK ELEMENTARY SCHOOL","45.70"
"2570","SWINK 33","8456","SWINK JUNIOR-SENIOR HIGH SCHOOL","36.00"
"2580","OURAY R-1","6596","OURAY ELEMENTARY SCHOOL","37.10"
"2580","OURAY R-1","6598","OURAY MIDDLE SCHOOL","40.60"
"2580","OURAY R-1","6600","OURAY SENIOR HIGH SCHOOL","30.00"
"2590","RIDGWAY R-2","7342","RIDGWAY ELEMENTARY SCHOOL","39.90"
"2590","RIDGWAY R-2","7344","RIDGWAY MIDDLE SCHOOL","27.60"
"2590","RIDGWAY R-2","7346","RIDGWAY HIGH SCHOOL","20.60"
"2600","PLATTE CANYON 1","7042","DEER CREEK ELEMENTARY SCHOOL","32.40"
"2600","PLATTE CANYON 1","7046","PLATTE CANYON HIGH SCHOOL","30.30"
"2600","PLATTE CANYON 1","7048","FITZSIMMONS MIDDLE SCHOOL","30.50"
"2610","PARK COUNTY RE-2","3681","GUFFEY CHARTER SCHOOL","51.70"
"2610","PARK COUNTY RE-2","4908","LAKE GEORGE CHARTER SCHOOL","53.00"
"2610","PARK COUNTY RE-2","7891","SILVERHEELS MIDDLE SCHOOL","41.40"
"2610","PARK COUNTY RE-2","8114","EDITH TETER ELEMENTARY SCHOOL","42.90"
"2610","PARK COUNTY RE-2","8118","SOUTH PARK HIGH SCHOOL","41.40"
"2620","HOLYOKE RE-1J","4076","HOLYOKE ELEMENTARY SCHOOL","56.50"
"2620","HOLYOKE RE-1J","4079","HOLYOKE JUNIOR HIGH SCHOOL","52.50"
"2620","HOLYOKE RE-1J","4080","HOLYOKE SENIOR HIGH SCHOOL","43.00"
"2630","HAXTUN RE-2J","3846","HAXTUN ELEMENTARY SCHOOL","41.00"
"2630","HAXTUN RE-2J","3850","HAXTUN HIGH SCHOOL","34.00"
"2640","ASPEN 1","42","ASPEN COMMUNITY CHARTER SCHOOL","2.40"
"2640","ASPEN 1","428","ASPEN ELEMENTARY SCHOOL","8.90"
"2640","ASPEN 1","430","ASPEN MIDDLE SCHOOL","7.30"
"2640","ASPEN 1","432","ASPEN HIGH SCHOOL","3.50"
"2650","GRANADA RE-1","3542","GRANADA ELEMENTARY SCHOOL","63.50"
"2650","GRANADA RE-1","3546","GRANADA UNDIVIDED HIGH SCHOOL","62.70"
"2660","LAMAR RE-2","200","ALTA VISTA CHARTER SCHOOL","38.10"
"2660","LAMAR RE-2","4956","LAMAR MIDDLE SCHOOL","67.40"
"2660","LAMAR RE-2","4960","LAMAR HIGH SCHOOL","58.80"
"2660","LAMAR RE-2","5190","LINCOLN ELEMENTARY SCHOOL","76.10"
"2660","LAMAR RE-2","6794","PARKVIEW ELEMENTARY SCHOOL","81.20"
"2660","LAMAR RE-2","9268","WASHINGTON ELEMENTARY SCHOOL","83.10"
"2670","HOLLY RE-3","4058","HOLLY HIGH SCHOOL","66.70"
"2670","HOLLY RE-3","4069","HOLLY JUNIOR HIGH SCHOOL","69.20"
"2670","HOLLY RE-3","7794","SHANNER ELEMENTARY SCHOOL","74.00"
"2680","WILEY RE-13 JT","9604","WILEY ELEMENTARY SCHOOL","56.10"
"2680","WILEY RE-13 JT","9608","WILEY JUNIOR-SENIOR HIGH SCHOOL","49.60"
"2690","PUEBLO CITY 60","738","BELMONT ELEMENTARY SCHOOL","59.50"
"2690","PUEBLO CITY 60","756","BENJAMIN FRANKLIN ELEMENTARY SCHOOL","83.40"
"2690","PUEBLO CITY 60","822","BESSEMER ELEMENTARY SCHOOL","88.20"
"2690","PUEBLO CITY 60","860","BEULAH HEIGHTS ELEMENTARY SCHOOL","77.10"
"2690","PUEBLO CITY 60","954","BRADFORD ELEMENTARY SCHOOL","92.90"
"2690","PUEBLO CITY 60","1304","CARLILE ELEMENTARY SCHOOL","74.40"
